,mean_H,mean_S,mean_V,stddev_H,stddev_S,stddev_V,entropy_H,entropy_S,entropy_V,Skew_H,Skew_S,Skew_V,Kurtosis_H,Kurtosis_S,Kurtosis_V,label,Color Code,Ripeness Code,Uniformity Code
IMG_20170609_121501.jpg,103.62534427124832,150.11525071995084,185.51140822644732,2.7199069053315856,31.792205355172527,36.967909428211414,2.4252893432586036,4.874978526482638,4.936882216819471,-10.757538329952965,0.9995100445878563,-1.3499975807199842,490.1889066802814,1.812755752247793,3.140636655045973,,3,R,W
IMG_20170609_121539.jpg,103.76132938011321,150.64550297614397,178.67951943281415,3.1032553902002418,30.959667180795766,37.815028691423024,2.5559421003437737,4.849467137199307,4.979511583084749,-12.65961793160384,0.9432123322794824,-1.2790666872386813,525.2642408468674,1.8106815015803068,2.883281590074226,,3,R,W
IMG_20170609_121556.jpg,103.3558154419691,148.9439160085561,186.7342846806699,2.1176026995325743,29.802780879360697,33.56029321929784,2.17852486928804,4.812019332679792,4.862719626650701,-3.6038947091389915,0.9813649169529816,-1.246027070742418,311.18559168479993,1.952969406402076,3.156205362577131,,3,R,W
IMG_20170609_121604.jpg,103.38927273248034,149.8504557627313,183.14582714930714,3.2493766485705113,31.697307628077425,36.858431153732546,2.6012405394658478,4.871879688697236,4.944156181188985,-16.587753533536812,0.8564132458833527,-1.294449217440328,561.0724688012199,1.733410621591121,3.104665377345359,,3,R,W
IMG_20170609_121626.jpg,103.64131183375255,145.8931001564884,186.71518442068043,2.081983958414874,30.483949111847863,35.00485784585721,2.161498622026025,4.83507113347305,4.8932743280186175,-1.7793514001791224,1.0321585498024848,-1.1196252619568274,254.46986692275033,1.896332502832685,2.4266948173938943,,3,R,W
IMG_20170609_121632.jpg,103.67423355504695,145.9744651793758,182.1982120352867,2.082288517394159,30.74335222957754,35.03494489925713,2.1620959050946524,4.843513524058919,4.911100386932265,-1.3110850745587097,0.971642251364921,-1.0920263719529881,243.9153274771595,1.789743621058907,2.2025023153027847,,3,R,W
IMG_20170609_121705.jpg,103.84101006954751,149.58561857512225,188.364039952715,2.0924512441453196,30.208860109886693,35.300804544910044,2.166543478435173,4.825630062531426,4.89196430498044,-2.42058228410274,0.9270755237918608,-1.0910711338390495,235.99459904714053,1.6764642890759305,2.303984674697686,,3,R,W
IMG_20170609_121710.jpg,103.92264857285694,150.0378193886797,182.48685902568388,3.113923128698112,31.39710547210499,37.423703493204755,2.5590694124858495,4.863107014891899,4.957903973425237,-14.18155604540126,0.9857327800818765,-1.2692979458359048,514.7767850189019,1.8607772196333547,2.836694879357111,,2,R,K
IMG_20170609_121724.jpg,103.24756691116353,148.56106856067117,188.8875875039708,2.3380981469108986,30.48326730318201,33.540183841470636,2.2758957787404004,4.8343773258375125,4.853776452832726,-11.103180740539191,0.8347588455240246,-1.4794234727321274,598.8534305763058,1.791844000640359,4.0304067015804055,,2,R,K
IMG_20170609_121741.jpg,103.17401719549855,147.87635885838972,183.75396404216596,2.1298786632241535,30.13044845455797,32.695043762997955,2.183784754635369,4.823426930715485,4.85345943650418,-10.577383999525093,0.842537875262577,-1.3036768488821484,627.2042947522689,1.547405206224843,3.399110546259891,,2,R,K
IMG_20170609_121801.jpg,103.11087617236119,151.94504044353138,184.8923710923464,2.0766547493883305,30.503355631685256,33.480699095303,2.1589709437472746,4.8342442121283415,4.867800501132333,-4.0941232412500765,0.8049760883438339,-1.1952353869708252,344.4114540441611,1.440320716176152,2.8271853769560167,,2,R,K
IMG_20170609_121811.jpg,103.28678299470909,148.5842868125316,182.5649432599322,2.3888619166908946,33.30203340516412,36.08504513654244,2.297071749874763,4.920182379801517,4.931031711123291,-6.029393476401815,0.8627939163237273,-1.1873851188061235,373.32132785579466,1.1487643158767904,2.4557419882131697,,2,R,K
IMG_20170609_121837.jpg,103.57672553859614,149.00224423193094,184.09807198336694,3.0373802482318633,33.16102088794073,37.05258022251436,2.5341235275842386,4.915832361401316,4.944372003453458,-14.278456350900566,0.9098553198619854,-1.3072046483714606,536.4443751327591,1.3900135941311307,2.94841999240637,,2,R,K
IMG_20170609_121857.jpg,103.56164603480241,147.15379469749047,181.5940133093263,2.3185031064773223,31.227478694334643,35.147323303586084,2.2680206049813347,4.858020558796506,4.915427091288053,-6.86962815587667,0.9986003389016551,-1.068358093449498,407.6908829901506,1.7221180175630906,2.378414299163331,,2,R,K
IMG_20170609_121910.jpg,103.49151567878475,150.97036158977645,187.08442269837056,2.321019785128844,30.903358428624596,34.77620467122785,2.268995031335647,4.847309782374497,4.887062159118982,-7.253873245583307,0.8796373601512386,-1.3328765233432767,437.1137275028427,1.5378059697362438,3.346468904207878,,2,R,K
IMG_20170609_122004.jpg,103.56246981218787,148.90661502028362,182.91419509040395,2.3305178262719366,32.37961358729708,35.941678217685606,2.272762197957447,4.8933722156876325,4.927078296864338,-5.713591735133187,0.9080898551617081,-1.2427832006125292,376.89793712257057,1.436992457380585,2.72770896852093,,2,R,K
IMG_20170609_122017.jpg,103.2817589616304,153.20396692262025,189.7973711053654,1.9227792617140775,29.023600294300984,31.668437435224543,2.083668170180431,4.785089538542263,4.808142252401015,-2.922269891561355,0.8147762527680623,-1.3395542306096735,315.54400359451876,1.6123719301742625,3.691721458826671,,2,R,K
IMG_20170609_122022.jpg,103.31713948429127,151.95390353635167,186.78659592791638,2.2620084432179337,30.47709375918608,33.49465071066185,2.243137559113342,4.834052873564488,4.86101431169994,-9.836827898339747,0.7954219843380754,-1.2091281237868188,550.9253316792569,1.3799576486611072,3.0421028228611027,,2,R,K
IMG_20170609_122033.jpg,103.32469774758238,151.34914922445802,187.38172415207237,2.36878833669751,31.019761767068587,34.92806160426392,2.288418558524092,4.851368949715564,4.888843229556783,-7.968898135489238,0.8680605283116992,-1.384399512581715,464.65852613368526,1.4472208896630265,3.5683631181137327,,2,R,K
